Link,Title,Platform,Level
/course/edx-thermodynamics-and-phase-equilibria-21477,Thermodynamics and Phase Equilibria,edx,beginner
/course/edx-comparative-democratic-development-part-i-conditions-of-democracy-18125,Comparative Democratic Development Part I: Conditions of Democracy,edx,beginner
/course/edx-odyssey-planning-20411,Odyssey Planning,edx,beginner
/course/edx-databases-olap-and-recursion-20359,Databases: OLAP and Recursion,edx,beginner
/course/edx-know-hbv-and-hcv-19173,Know HBV And HCV,edx,beginner
/course/semantics-of-first-order-logic-32744,Semantics of First-Order Logic,edx,beginner
/course/edx-what-every-provider-should-know-high-risk-chief-complaints-19293,What Every Provider Should Know: High Risk Chief Complaints,edx,beginner
/course/edx-performance-assessment-in-the-ngss-classroom-course-1-20284,Performance Assessment in the NGSS Classroom: Course 1,edx,beginner
/course/edx-defining-the-string-quartet-ii-beethoven-19303,Defining the String Quartet II: Beethoven,edx,beginner
/course/communicating-about-academic-probation-a-toolkit--48103,How You Say It Matters: A Toolkit for Improving Communications About Academic Standing,edx,beginner
/course/new-your-body-inside-and-out-using-exercise-physi-35083,Your Body Inside and Out: Using Exercise Physiology to Slow Aging,edx,beginner
/course/edx-the-new-world-of-arnold-schoenberg-s-piano-music-17139,The New World of Arnold Schönberg's Piano Music,edx,beginner
/course/edx-comparative-democratic-development-part-ii-structuring-democracy-19559,Comparative Democratic Development Part II: Structuring Democracy,edx,beginner
